Name,ID,Class,Gender,Eng-QAdvice,Eng-AI,Eng-GroupStyle,Eng-GroupFreq,Gen-QAdvice,Gen-AI,Gen-GroupStyle,Gen-GroupFreq,Gen-Subjects,試験名,時期,科目,スコア
山崎 紗季,25_06,B,F,していない,よく使う（毎週１回以上使う）,訊くことが多い,基本的には行わない（個人学習がメイン）,２回以上した,よく使う（毎週１回以上使う）,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,物理、数学,定期,Ⅱ,Others,75
金子 陽菜,25_07,B,F,していない,よく使う（毎週１回以上使う）,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,していない,よく使う（毎週１回以上使う）,訊くこと・教えることの割合は半々くらい,よくグループ学習をする（毎週１回以上）,数学、国語,定期,Ⅱ,Others,51.7
門倉 耕三,25_08,A,M,１回はした,たまに使う（週１回あるかないか）,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,１回はした,よく使う（毎週１回以上使う）,訊くことが多い,よくグループ学習をする（毎週１回以上）,物理,定期,Ⅱ,Others,21.7
森田 舞子,25_09,B,F,１回はした,よく使う（毎週１回以上使う）,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,１回はした,よく使う（毎週１回以上使う）,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,英語　理科　数学,定期,Ⅱ,Others,83.3
松田 舞子,25_10,B,F,１回はした,たまに使う（週１回あるかないか）,訊くことが多い,基本的には行わない（個人学習がメイン）,していない,基本的には使わない,訊くこと・教えることの割合は半々くらい,基本的には行わない（個人学習がメイン）,なし,定期,Ⅱ,Others,18.3
高橋 大輔,25_11,A,M,していない,基本的には使わない,基本的には行わない（個人学習がメイン）,基本的には行わない（個人学習がメイン）,していない,基本的には使わない,基本的には行わない（個人学習がメイン）,基本的には行わない（個人学習がメイン）,なし,定期,Ⅱ,Others,53.3
斉藤 和也,25_12,A,M,していない,よく使う（毎週１回以上使う）,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,２回以上した,よく使う（毎週１回以上使う）,訊くことが多い,よくグループ学習をする（毎週１回以上）,数学、生物、地理、化学,定期,Ⅱ,Others,18.3
山田 さくら,25_13,B,F,２回以上した,よく使う（毎週１回以上使う）,教えることが多い,基本的には行わない（個人学習がメイン）,２回以上した,よく使う（毎週１回以上使う）,訊くことが多い,基本的には行わない（個人学習がメイン）,なし,定期,Ⅱ,Others,91.7
金子 玲奈,25_14,A,F,していない,基本的には使わない,訊くことが多い,基本的には行わない（個人学習がメイン）,２回以上した,基本的には使わない,訊くこと・教えることの割合は半々くらい,よくグループ学習をする（毎週１回以上）,生物、日本史、数学,定期,Ⅱ,Others,13.3
青木 陽介,25_15,B,M,していない,たまに使う（週１回あるかないか）,基本的には行わない（個人学習がメイン）,たまにグループ学習をする（週に１回あるかないか）,していない,たまに使う（週１回あるかないか）,基本的には行わない（個人学習がメイン）,たまにグループ学習をする（週に１回あるかないか）,物理,定期,Ⅱ,Others,15
森 舞子,25_16,A,F,１回はした,たまに使う（週１回あるかないか）,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,していない,基本的には使わない,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,数学,定期,Ⅱ,Others,81.7
中村 舞子,25_17,A,F,１回はした,よく使う（毎週１回以上使う）,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,２回以上した,よく使う（毎週１回以上使う）,訊くことが多い,よくグループ学習をする（毎週１回以上）,数学,定期,Ⅱ,Others,60
佐藤 美咲,25_18,B,F,１回はした,よく使う（毎週１回以上使う）,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,２回以上した,基本的には使わない,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,数学、物理、化学,定期,Ⅱ,Others,23.3
福田 拓真,25_19,A,M,１回はした,たまに使う（週１回あるかないか）,基本的には行わない（個人学習がメイン）,基本的には行わない（個人学習がメイン）,１回はした,たまに使う（週１回あるかないか）,基本的には行わない（個人学習がメイン）,基本的には行わない（個人学習がメイン）,物理,定期,Ⅱ,Others,25
遠藤 玲奈,25_20,B,F,していない,よく使う（毎週１回以上使う）,訊くことが多い,よくグループ学習をする（毎週１回以上）,１回はした,よく使う（毎週１回以上使う）,訊くことが多い,よくグループ学習をする（毎週１回以上）,国語、数学、化学,定期,Ⅱ,Others,58.3
高橋 紗季,25_21,A,F,２回以上した,たまに使う（週１回あるかないか）,基本的には行わない（個人学習がメイン）,基本的には行わない（個人学習がメイン）,２回以上した,たまに使う（週１回あるかないか）,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,物理、数学、日本史,定期,Ⅱ,Others,83.3
渡辺 直樹,25_22,B,M,していない,よく使う（毎週１回以上使う）,訊くことが多い,基本的には行わない（個人学習がメイン）,１回はした,たまに使う（週１回あるかないか）,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,国語、生物,定期,Ⅱ,Others,48.3
松本 一郎,25_23,B,M,していない,よく使う（毎週１回以上使う）,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,１回はした,よく使う（毎週１回以上使う）,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,数学,定期,Ⅱ,Others,48.3
松村 陽音,25_24,A,F,していない,よく使う（毎週１回以上使う）,教えることが多い,基本的には行わない（個人学習がメイン）,２回以上した,よく使う（毎週１回以上使う）,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,物理、数学,定期,Ⅱ,Others,46.7
森田 太郎,25_25,B,M,１回はした,よく使う（毎週１回以上使う）,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,１回はした,よく使う（毎週１回以上使う）,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,英語、数学、物理,定期,Ⅱ,Others,nan
山田 健介,25_26,B,M,していない,基本的には使わない,訊くことが多い,たまにグループ学習をする（週に１回あるかないか）,２回以上した,基本的には使わない,訊くこと・教えることの割合は半々くらい,たまにグループ学習をする（週に１回あるかないか）,数学、物理,定期,Ⅱ,Others,30
中村 太郎,25_27,B,M,２回以上した,たまに使う（週１回あるかないか）,教えることが多い,たまにグループ学習をする（週に１回あるかないか）,２回以上した,よく使う（毎週１回以上使う）,教えることが多い,たまにグループ学習をする（週に１回あるかないか）,数学、物理,定期,Ⅱ,Others,46.7
